"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.29307419267352e-76,0.708118475125156,0.794,0.647,5.82142745294028e-72,"0","NINJ1"
1.77867277740404e-75,0.564103569738512,0.873,0.739,4.51551657999564e-71,"0","MXI1"
1.11704160636756e-74,0.721190292436537,0.805,0.606,2.83583352608531e-70,"0","CP"
1.9314264075323e-73,0.623833999946671,0.848,0.71,4.90331222080224e-69,"0","ARID5B"
2.54351555389612e-73,1.24905771701464,0.522,0.305,6.45722293667608e-69,"0","P4HA3"
3.19100140895484e-72,0.723068852893997,0.81,0.637,8.10099527691364e-68,"0","CEMIP"
4.85222919062187e-72,0.562833490827402,0.858,0.724,1.23183542462317e-67,"0","ANKH"
2.33401270118801e-71,0.752592307046705,0.77,0.543,5.92535804450601e-67,"0","KCNE4"
3.19484393685211e-71,0.791562246636128,0.718,0.53,8.11075030248644e-67,"0","EPB41L4A-AS1"
9.073567384415e-71,1.18431373483448,0.571,0.346,2.30350655188144e-66,"0","AL355607.2"
9.56987457042373e-70,0.561371702047845,0.842,0.72,2.42950405719347e-65,"0","OPTN"
1.01100798231792e-69,0.759428652471342,0.743,0.573,2.5666459647105e-65,"0","CLEC11A"
8.64870070056632e-69,0.500658926617642,0.874,0.762,2.19564564685277e-64,"0","GAS5"
1.71702423293033e-68,1.04528891434468,0.604,0.392,4.35900942014023e-64,"0","TWIST1"
4.45515134188644e-68,0.928347344217567,0.662,0.468,1.13102927116471e-63,"0","SPON1"
1.05256534193011e-67,0.592655637353212,0.856,0.715,2.67214763355797e-63,"0","VCAN"
5.84909159567122e-66,0.945774436840904,0.638,0.432,1.48490888339305e-61,"0","GEM"
7.62620466209744e-66,0.956170240934709,0.661,0.466,1.93606457756668e-61,"0","CRISPLD2"
2.97634825733008e-65,0.782822196333469,0.723,0.583,7.55605532088387e-61,"0","VSTM4"
1.77287190909309e-64,0.850682295338937,0.667,0.486,4.50078991561464e-60,"0","GPNMB"
1.44150594411297e-59,0.94155610043968,0.592,0.374,3.65955114031959e-55,"0","FILIP1L"
3.37628941571455e-59,0.679060487732233,0.75,0.581,8.57138593967453e-55,"0","SYNPO"
7.97618617791362e-59,0.877290758583048,0.642,0.46,2.02491438498693e-54,"0","RBM43"
1.26862167018174e-57,0.620377130527237,0.786,0.65,3.22064983409039e-53,"0","LTBP2"
1.85939799585274e-57,0.558423819585683,0.81,0.677,4.72045369207134e-53,"0","MRC2"
